index,source,content_type,title_en,title_ko,summary_en,summary_ko,source_url,source_anchor,release_label,version,section,feature_title_en,feature_title_ko,feature_description_en,feature_description_ko,image_urls,tags,publication_status,collected_at
34,Microsoft Learn,powerbi_update,Power BI May 2026 update: Set as landing page (Generally Available),Power BI May 2026 업데이트: Set as landing page (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Set as landing page (정식 제공)' 항목입니다. 원문 요약: Designate any page as the landing page so report viewers always start on the right page. Right-click a page tab and select Set as landing page , or use the page formatting pane. For more information, see Set a...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Set as landing page (Generally Available),Set as landing page (정식 제공),"Designate any page as the landing page so report viewers always start on the right page. Right-click a page tab and select Set as landing page , or use the page formatting pane. For more information, see Set a landing page .","원문 요약: Designate any page as the landing page so report viewers always start on the right page. Right-click a page tab and select Set as landing page , or use the page formatting pane. For more information, see Set a...",,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
35,Microsoft Learn,powerbi_update,Power BI May 2026 update: Default format string locale for dates and numbers (Generally Available),Power BI May 2026 업데이트: Default format string locale for dates and numbers (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.",May 2026 update Power BI 업데이트의 'Default format string locale for dates and numbers (정식 제공)' 항목입니다. 원문 요약: Set a format string locale in report settings so all locale-aware format strings use your specified locale instead of the viewer's browser language. Note: this affects how values display in visuals only....,https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Default format string locale for dates and numbers (Generally Available),Default format string locale for dates and numbers (정식 제공),"Set a format string locale in report settings so all locale-aware format strings use your specified locale instead of the viewer's browser language. Note: this affects how values display in visuals only. USERCULTURE() and metadata translations still use the viewer's browser locale. For more information, see Default format string locale .",원문 요약: Set a format string locale in report settings so all locale-aware format strings use your specified locale instead of the viewer's browser language. Note: this affects how values display in visuals only....,,Power BI; Power BI 업데이트; Reporting; AI; 시각화,review,2026-08-15T19:36:05
36,Microsoft Learn,powerbi_update,Power BI May 2026 update: Translytical task flows: optional parameters and default values (Generally Available),Power BI May 2026 업데이트: Translytical task flows: optional parameters and default values (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Translytical task flows: optional parameters and default values (정식 제공)' 항목입니다. 원문 요약: Reports pre-populate input fields with default values from user data functions, and users can submit task flows without specifying every parameter value. For more information, see Understand translytical task flows .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Translytical task flows: optional parameters and default values (Generally Available),Translytical task flows: optional parameters and default values (정식 제공),"Reports pre-populate input fields with default values from user data functions, and users can submit task flows without specifying every parameter value. For more information, see Understand translytical task flows .","원문 요약: Reports pre-populate input fields with default values from user data functions, and users can submit task flows without specifying every parameter value. For more information, see Understand translytical task flows .",,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
37,Microsoft Learn,powerbi_update,Power BI May 2026 update: Input slicer numeric column support (Generally Available),Power BI May 2026 업데이트: Input slicer numeric column support (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Input slicer numeric column support (정식 제공)' 항목입니다. 원문 요약: The input slicer now supports numeric fields and a numeric input mask. Use operator syntax to filter values with expressions like ranges ( 1-2 ), greater than ( >2 ), less than ( <2 ), not equal ( <>2 ), or wildcards...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Input slicer numeric column support (Generally Available),Input slicer numeric column support (정식 제공),"The input slicer now supports numeric fields and a numeric input mask. Use operator syntax to filter values with expressions like ranges ( 1-2 ), greater than ( >2 ), less than ( <2 ), not equal ( <>2 ), or wildcards ( 2* ). Without a data column, limit the slicer to numeric entry for translytical task flows. Invalid input now shows clear feedback. For more information, see Create and use an input slicer .","원문 요약: The input slicer now supports numeric fields and a numeric input mask. Use operator syntax to filter values with expressions like ranges ( 1-2 ), greater than ( >2 ), less than ( <2 ), not equal ( <>2 ), or wildcards...",,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
38,Microsoft Learn,powerbi_update,Power BI May 2026 update: Matrix auto-expand for embedded visuals and Explore (Generally Available),Power BI May 2026 업데이트: Matrix auto-expand for 임베디드 시각적 요소 and Explore (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Matrix auto-expand for 임베디드 시각적 요소 and Explore (정식 제공)' 항목입니다. 원문 요약: Set a property so fields added to a matrix visual automatically expand in embedded scenarios, displaying expanded hierarchies without requiring user interaction. Explore also auto-expands as fields are added to the...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Matrix auto-expand for embedded visuals and Explore (Generally Available),Matrix auto-expand for 임베디드 시각적 요소 and Explore (정식 제공),"Set a property so fields added to a matrix visual automatically expand in embedded scenarios, displaying expanded hierarchies without requiring user interaction. Explore also auto-expands as fields are added to the matrix. For more information, see Power BI embedded analytics playground .","원문 요약: Set a property so fields added to a matrix visual automatically expand in embedded scenarios, displaying expanded hierarchies without requiring user interaction. Explore also auto-expands as fields are added to the...",,Power BI; Power BI 업데이트; Reporting; AI; Embedded; 시각화,review,2026-08-15T19:36:05
39,Microsoft Learn,powerbi_update,Power BI May 2026 update: Text box list formatting improvements (Generally Available),Power BI May 2026 업데이트: Text box list formatting improvements (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Text box list formatting improvements (정식 제공)' 항목입니다. 원문 요약: Lists in text boxes now preserve formatting correctly, indentation renders as expected, and you can paste bulleted lists directly from Word. For more information, see Add text boxes, shapes, and smart narratives to...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Text box list formatting improvements (Generally Available),Text box list formatting improvements (정식 제공),"Lists in text boxes now preserve formatting correctly, indentation renders as expected, and you can paste bulleted lists directly from Word. For more information, see Add text boxes, shapes, and smart narratives to Power BI reports .","원문 요약: Lists in text boxes now preserve formatting correctly, indentation renders as expected, and you can paste bulleted lists directly from Word. For more information, see Add text boxes, shapes, and smart narratives to...",,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
40,Microsoft Learn,powerbi_update,Power BI May 2026 update: Azure Maps formatting pane (Generally Available),Power BI May 2026 업데이트: Azure Maps formatting pane (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Azure Maps formatting pane (정식 제공)' 항목입니다. 원문 요약: The Azure Maps visual has an updated formatting pane aligned with the modern formatting experience in Power BI, with map settings, layer options, and style controls in a consistent layout. For more information, see...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Azure Maps formatting pane (Generally Available),Azure Maps formatting pane (정식 제공),"The Azure Maps visual has an updated formatting pane aligned with the modern formatting experience in Power BI, with map settings, layer options, and style controls in a consistent layout. For more information, see Get started with Azure Maps Power BI visual .","원문 요약: The Azure Maps visual has an updated formatting pane aligned with the modern formatting experience in Power BI, with map settings, layer options, and style controls in a consistent layout. For more information, see...",,Power BI; Power BI 업데이트; Reporting; AI; 시각화,review,2026-08-15T19:36:05
41,Microsoft Learn,powerbi_update,Power BI May 2026 update: Modern visual defaults improvements (Preview),Power BI May 2026 업데이트: Modern visual defaults improvements (미리 보기),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Modern visual defaults improvements (미리 보기)' 항목입니다. 원문 요약: The theme dropdown has an updated look. The Remove custom theme tile is renamed Reset to default for clarity. Fixes include: the slicer now defaults to dropdown mode without issues, and the first page correctly uses...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Modern visual defaults improvements (Preview),Modern visual defaults improvements (미리 보기),"The theme dropdown has an updated look. The Remove custom theme tile is renamed Reset to default for clarity. Fixes include: the slicer now defaults to dropdown mode without issues, and the first page correctly uses the new canvas size. For more information, see Visual defaults in Power BI reports .","원문 요약: The theme dropdown has an updated look. The Remove custom theme tile is renamed Reset to default for clarity. Fixes include: the slicer now defaults to dropdown mode without issues, and the first page correctly uses...",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
42,Microsoft Learn,powerbi_update,Power BI May 2026 update: Column fixed and default width for table and matrix (Generally Available),Power BI May 2026 업데이트: Column fixed and default width for table and matrix (정식 제공),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Column fixed and default width for table and matrix (정식 제공)' 항목입니다. 원문 요약: Specify exact pixel widths for columns in table and matrix visuals in the formatting pane, or set a default width for all columns. Auto-size behavior now includes a Fixed width option in addition to fit to content...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Column fixed and default width for table and matrix (Generally Available),Column fixed and default width for table and matrix (정식 제공),"Specify exact pixel widths for columns in table and matrix visuals in the formatting pane, or set a default width for all columns. Auto-size behavior now includes a Fixed width option in addition to fit to content and grow to fit. Widths can be set differently for desktop and mobile views. For more information, see Table and matrix visual overview .","원문 요약: Specify exact pixel widths for columns in table and matrix visuals in the formatting pane, or set a default width for all columns. Auto-size behavior now includes a Fixed width option in addition to fit to content...",,Power BI; Power BI 업데이트; Reporting; AI; 시각화,review,2026-08-15T19:36:05
43,Microsoft Learn,powerbi_update,Power BI May 2026 update: Subscriptions support for Power BI reports in org apps (Preview),Power BI May 2026 업데이트: Subscriptions support for Power BI 보고서 in org apps (미리 보기),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'Subscriptions support for Power BI 보고서 in org apps (미리 보기)' 항목입니다. 원문 요약: Create and manage email subscriptions for Power BI reports directly within org apps. Consumers viewing reports in an org app can stay informed with scheduled email snapshots and links back to the report, just as they...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Reporting,Subscriptions support for Power BI reports in org apps (Preview),Subscriptions support for Power BI 보고서 in org apps (미리 보기),"Create and manage email subscriptions for Power BI reports directly within org apps. Consumers viewing reports in an org app can stay informed with scheduled email snapshots and links back to the report, just as they would when accessing reports elsewhere in the Power BI service. For more information, see Email subscriptions for reports in org apps .","원문 요약: Create and manage email subscriptions for Power BI reports directly within org apps. Consumers viewing reports in an org app can stay informed with scheduled email snapshots and links back to the report, just as they...",,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
44,Microsoft Learn,powerbi_update,Power BI May 2026 update: Faster access to web modeling for semantic model authors,Power BI May 2026 업데이트: Faster access to web 모델링 for 의미론적 모델 authors,"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.",May 2026 update Power BI 업데이트의 'Faster access to web 모델링 for 의미론적 모델 authors' 항목입니다. 원문 요약: Users with edit permissions on semantic models are now taken directly to the web modeling experience instead of the model details page. Most actions from the model details page are now integrated into model view. For...,https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Modeling,Faster access to web modeling for semantic model authors,Faster access to web 모델링 for 의미론적 모델 authors,"Users with edit permissions on semantic models are now taken directly to the web modeling experience instead of the model details page. Most actions from the model details page are now integrated into model view. For more information, see Edit semantic models in the Power BI service .",원문 요약: Users with edit permissions on semantic models are now taken directly to the web modeling experience instead of the model details page. Most actions from the model details page are now integrated into model view. For...,,Power BI; Power BI 업데이트; Modeling; AI; 모델링,review,2026-08-15T19:36:05
45,Microsoft Learn,powerbi_update,Power BI May 2026 update: New Get Data experience in Power BI Desktop (Preview),Power BI May 2026 업데이트: New Get Data experience in Power BI Desktop (미리 보기),"The May 2026 Power BI update brings visual calculations and custom totals to general availability, adds Copilot summary shortcuts on the report ribbon and visual header, introduces a new Get Data experience in Power BI Desktop preview, and ships multiple reporting features including set as landing page, subscriptions support for reports in org apps, and column fixed width for table and matrix.","May 2026 update Power BI 업데이트의 'New Get Data experience in Power BI Desktop (미리 보기)' 항목입니다. 원문 요약: A redesigned Power Query Get Data experience provides a unified place to discover and connect to data sources. Key highlights include improved data source discovery, a streamlined connection flow, and built-in...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#may-2026-update-version-21541260,may-2026-update-version-21541260,May 2026 update,2.154.1260,Data connectivity,New Get Data experience in Power BI Desktop (Preview),New Get Data experience in Power BI Desktop (미리 보기),"A redesigned Power Query Get Data experience provides a unified place to discover and connect to data sources. Key highlights include improved data source discovery, a streamlined connection flow, and built-in accessibility features such as keyboard navigation and dark mode. Brings greater consistency to Power Query across Microsoft Fabric, Power BI Desktop, and Microsoft Excel. For more information, see New Get Data experience .","원문 요약: A redesigned Power Query Get Data experience provides a unified place to discover and connect to data sources. Key highlights include improved data source discovery, a streamlined connection flow, and built-in...",,Power BI; Power BI 업데이트; Data connectivity; 데이터 연결,review,2026-08-15T19:36:05
46,Microsoft Learn,powerbi_update,Power BI April 2026 update: April 2026 update overview,Power BI April 2026 업데이트: April 2026 업데이트 overview,"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'April 2026 업데이트 overview' 항목입니다. 원문 요약: The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,Overview,April 2026 update overview,April 2026 업데이트 overview,"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","원문 요약: The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and...",,Power BI; Power BI 업데이트; Overview; AI; 시각화,review,2026-08-15T19:36:05
47,Microsoft Learn,powerbi_update,Power BI April 2026 update: Deprecation of old file picker experience in Power BI Desktop,Power BI April 2026 업데이트: Deprecation of old file picker experience in Power BI Desktop,"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'Deprecation of old file picker experience in Power BI Desktop' 항목입니다. 원문 요약: Starting in April as part of the SU04 release, the old file picker experience in Power BI Desktop is no longer available. The updated file picker, announced last January, is now the default experience. Users can no...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,General,Deprecation of old file picker experience in Power BI Desktop,Deprecation of old file picker experience in Power BI Desktop,"Starting in April as part of the SU04 release, the old file picker experience in Power BI Desktop is no longer available. The updated file picker, announced last January, is now the default experience. Users can no longer toggle between the old and updated experience. No action is required from users.","원문 요약: Starting in April as part of the SU04 release, the old file picker experience in Power BI Desktop is no longer available. The updated file picker, announced last January, is now the default experience. Users can no...",,Power BI; Power BI 업데이트; General; AI,review,2026-08-15T19:36:05
48,Microsoft Learn,powerbi_update,Power BI April 2026 update: Deprecation of built-in Netezza Open Database Connectivity (ODBC) driver,Power BI April 2026 업데이트: Deprecation of built-in Netezza Open Database Connectivity (ODBC) driver,"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'Deprecation of built-in Netezza Open Database Connectivity (ODBC) driver' 항목입니다. 원문 요약: The previously built-in IBM Netezza ODBC driver is being deprecated. The IBM Netezza ODBC driver is generally available. Reuse your existing connector but install the new ODBC driver. For more information, see IBM...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,General,Deprecation of built-in Netezza Open Database Connectivity (ODBC) driver,Deprecation of built-in Netezza Open Database Connectivity (ODBC) driver,"The previously built-in IBM Netezza ODBC driver is being deprecated. The IBM Netezza ODBC driver is generally available. Reuse your existing connector but install the new ODBC driver. For more information, see IBM Netezza database connector .","원문 요약: The previously built-in IBM Netezza ODBC driver is being deprecated. The IBM Netezza ODBC driver is generally available. Reuse your existing connector but install the new ODBC driver. For more information, see IBM...",,Power BI; Power BI 업데이트; General; AI; 데이터 연결,review,2026-08-15T19:36:05
49,Microsoft Learn,powerbi_update,Power BI April 2026 update: Copilot in Power BI mobile: expanded features,Power BI April 2026 업데이트: Copilot in Power BI mobile: expanded features,"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'Copilot in Power BI mobile: expanded features' 항목입니다. 원문 요약: In-report Copilot in Power BI Mobile apps now supports conversational chat grounded in the report you're viewing. Ask questions, get AI-generated visualizations, and follow up with more questions. Every answer...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,Copilot and AI,Copilot in Power BI mobile: expanded features,Copilot in Power BI mobile: expanded features,"In-report Copilot in Power BI Mobile apps now supports conversational chat grounded in the report you're viewing. Ask questions, get AI-generated visualizations, and follow up with more questions. Every answer includes citations to the source visuals. On iPhone and iPad, voice dictation is available for hands-free input. For more information, see In-report Copilot in Power BI Mobile apps .","원문 요약: In-report Copilot in Power BI Mobile apps now supports conversational chat grounded in the report you're viewing. Ask questions, get AI-generated visualizations, and follow up with more questions. Every answer...",,Power BI; Power BI 업데이트; Copilot and AI; AI; 시각화,review,2026-08-15T19:36:05
50,Microsoft Learn,powerbi_update,Power BI April 2026 update: Modern visual defaults and customize theme improvements (Preview),Power BI April 2026 업데이트: Modern visual defaults and customize theme improvements (미리 보기),"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'Modern visual defaults and customize theme improvements (미리 보기)' 항목입니다. 원문 요약: The Customize current theme dialog now includes a base theme switcher ( View ribbon > Themes ). Use it to revert to the previous base theme if your custom theme doesn't yet work with modern defaults, or to update an...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,Reporting,Modern visual defaults and customize theme improvements (Preview),Modern visual defaults and customize theme improvements (미리 보기),"The Customize current theme dialog now includes a base theme switcher ( View ribbon > Themes ). Use it to revert to the previous base theme if your custom theme doesn't yet work with modern defaults, or to update an older report to the latest base theme. This update also adds common page sizes for each aspect ratio type in the Canvas settings > Size drop-down. Built-in table and matrix styles are also updated: banded rows are now on by default, matrix visuals now show +/- buttons by default, and axis colors are corrected for the Innovate and Orchid custom themes. Built-in theme tiles have an updated look and the Reset to default tile is now visually distinct. To update an existing report, open the Customize current theme dialog and select Update theme , or choose the Reset to default tile in the Theme drop-down. For more information, see Use report themes in Power BI Desktop .","원문 요약: The Customize current theme dialog now includes a base theme switcher ( View ribbon > Themes ). Use it to revert to the previous base theme if your custom theme doesn't yet work with modern defaults, or to update an...",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
51,Microsoft Learn,powerbi_update,"Power BI April 2026 update: Fixed size layout for card, button slicer, and list slicer visuals","Power BI April 2026 업데이트: Fixed size layout for card, button slicer, and list slicer 시각적 요소","The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'Fixed size layout for card, button slicer, and list slicer 시각적 요소' 항목입니다. 원문 요약: Card, button slicer, and list slicer visuals now support a Fixed size option in the Layout section of the Format pane. Define exact pixel dimensions for each item instead of specifying a count. When the container...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,Reporting,"Fixed size layout for card, button slicer, and list slicer visuals","Fixed size layout for card, button slicer, and list slicer 시각적 요소","Card, button slicer, and list slicer visuals now support a Fixed size option in the Layout section of the Format pane. Define exact pixel dimensions for each item instead of specifying a count. When the container isn't large enough to display all items, scroll bars appear. Autogrid is renamed to Fit to space . For list slicers with hierarchies, fixed size maintains consistent item spacing when expanding and collapsing levels. For more information, see Create a card visual in Power BI , Use button slicers , and Use list slicers .","원문 요약: Card, button slicer, and list slicer visuals now support a Fixed size option in the Layout section of the Format pane. Define exact pixel dimensions for each item instead of specifying a count. When the container...",,Power BI; Power BI 업데이트; Reporting; AI; 시각화,review,2026-08-15T19:36:05
52,Microsoft Learn,powerbi_update,Power BI April 2026 update: Card visual: category interactivity and formatting updates,Power BI April 2026 업데이트: Card visual: category interactivity and formatting 업데이트s,"The April 2026 Power BI update adds conversational chat to in-report Copilot in Power BI Mobile, adds a base theme switcher to the Customize current theme dialog, and introduces Direct Lake calculated columns and user-context-aware calculated columns in preview. Reporting updates include fixed size layout for card, button slicer, and list slicer visuals, autofit markers for scatter charts, axis padding controls for bar and column charts, and preview visual labeling in the Visualizations pane.","April 2026 update Power BI 업데이트의 'Card visual: category interactivity and formatting 업데이트s' 항목입니다. 원문 요약: Selecting a category header on the card visual now highlights the selected card and dims others. When multiple data columns are added to the category field, values concatenate in the category header. Use Edit...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#april-2026-update-version-21539100,april-2026-update-version-21539100,April 2026 update,2.153.910.0,Reporting,Card visual: category interactivity and formatting updates,Card visual: category interactivity and formatting 업데이트s,"Selecting a category header on the card visual now highlights the selected card and dims others. When multiple data columns are added to the category field, values concatenate in the category header. Use Edit interactions to control which visuals the card filters. Top-level images now display correctly when the image data is base64 encoded. For more information, see Create a card visual in Power BI .","원문 요약: Selecting a category header on the card visual now highlights the selected card and dims others. When multiple data columns are added to the category field, values concatenate in the category header. Use Edit...",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
